id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,user_rt_id,near,geo
1149854145123442688,1149854145123442688,1562981566000,2019-07-13,09:32:46,CST,818790,christhilk,Chris Thilk,,The #Stuber marketing campaign is heavy on action to sell a throwback to action buddy comedies.  https://www.hollywoodreporter.com/news/stuber-pitches-throwback-action-comedy-moviegoers-1223982 … pic.twitter.com/ifAm23mH87,[],['https://www.hollywoodreporter.com/news/stuber-pitches-throwback-action-comedy-moviegoers-1223982'],[],0,0,0,['#stuber'],[],https://twitter.com/ChrisThilk/status/1149854145123442688,,,1,,,
1149853450106224640,1149853450106224640,1562981400000,2019-07-13,09:30:00,CST,13992132,indiewire,IndieWire,,#Crawl never endeavors to dig beyond the conundrum established within its first 20 minutes. @erickohn reviews:  https://bit.ly/30C5IM  pic.twitter.com/pmxR8GILp6,['erickohn'],['https://bit.ly/30C5IM'],['https://pbs.twimg.com/media/D_SHlSuX4AUFJ_v.jpg'],1,1,11,['#crawl'],[],https://twitter.com/IndieWire/status/1149853450106224640,,,0,,,
1149853449506500608,1149853449506500608,1562981400000,2019-07-13,09:30:00,CST,48377094,timlammersfilms,Tim Lammers,,AUDIO: My picks for the top movies of the summer (so far) and review of #Stuber with Tom Barnard on @KQRadio ... brought to you by @BBlaw ... click below to listen! https://omny.fm/shows/kq-morning-show/july-11-2019-part-2?t=29s …,"['kqradio', 'bblaw']",['https://omny.fm/shows/kq-morning-show/july-11-2019-part-2?t=29s'],[],0,1,1,['#stuber'],[],https://twitter.com/TimLammersFilms/status/1149853449506500608,,,0,,,
1149853170660593664,1149853170660593664,1562981333000,2019-07-13,09:28:53,CST,256433721,jbawardscircuit,Joseph Braverman,,Y’all are making me wanna see #Crawl  pic.twitter.com/kBcbbHVZv7,[],[],[],0,0,0,['#crawl'],[],https://twitter.com/JBAwardsCircuit/status/1149853170660593664,,,1,,,
1149853130898718720,1149852706972082176,1562981324000,2019-07-13,09:28:44,CST,1082296979827445761,mugatthemovies,Mug,,"if you’re looking for a movie that’ll make you laugh and that won’t make you think too hard, go see #Stuber",[],[],[],0,0,0,['#stuber'],[],https://twitter.com/MugAtTheMovies/status/1149853130898718720,,,0,,,
1149852706972082176,1149852706972082176,1562981223000,2019-07-13,09:27:03,CST,1082296979827445761,mugatthemovies,Mug,,"saw #Stuber tonight and can honestly say I laughed so hard, guy. @kumailn and @DaveBautista are the most mismatched duo in Hollywood and yet, they struck absolute gold with this","['kumailn', 'davebautista']",[],[],1,0,1,['#stuber'],[],https://twitter.com/MugAtTheMovies/status/1149852706972082176,,,0,,,
1149852168515739649,1149852168515739649,1562981094000,2019-07-13,09:24:54,CST,189432342,assignmentx,Assignment X,,Movie Review: STUBER  http://bit.ly/2xJoapX  #Stuber #DaveBautista @STUBERmovie,['stubermovie'],['http://bit.ly/2xJoapX'],[],0,0,0,"['#stuber', '#davebautista']",[],https://twitter.com/AssignmentX/status/1149852168515739649,,,0,,,
1149851189368037377,1149851189368037377,1562980861000,2019-07-13,09:21:01,CST,256643872,essexcinemas10,Essex Cinemas,,"Open Caption films are here tomorrow (Sat, July 13 at 10am). We're showing #SpiderManFarFromHome and #Stuber and these movies will have subtitles visible on the bottom of the theater screen to assist those with auditory difficulty.  http://bit.ly/2U4J5fP  for full details. #BTV pic.twitter.com/GGtfPdlJIr",[],['http://bit.ly/2U4J5fP'],"['https://pbs.twimg.com/media/D_UXkCxWkAU3PTZ.png', 'https://pbs.twimg.com/media/D_UXkBCWwAAIrVE.png']",0,0,0,"['#spidermanfarfromhome', '#stuber', '#btv']",[],https://twitter.com/EssexCinemas10/status/1149851189368037377,,,0,,,
1149850984665014279,1149850984665014279,1562980812000,2019-07-13,09:20:12,CST,63624933,mikestouffer25,Mike Stouffer,,Just saw #Stuber @DaveBautista and @kumailn are hilarious!! What more can I say? 5 stars!,"['davebautista', 'kumailn']",[],[],0,0,0,['#stuber'],[],https://twitter.com/MikeStouffer25/status/1149850984665014279,,,0,,,
1149850697682341888,1149850697682341888,1562980744000,2019-07-13,09:19:04,CST,256643872,essexcinemas10,Essex Cinemas,,New movies now playing are the action/comedy #Stuber and the action/adventure/horror film #CrawlMovie -  http://EssexCinemas.com  for listings and showtimes. #BTV pic.twitter.com/pMDUDC26NZ,[],['http://EssexCinemas.com'],"['https://pbs.twimg.com/media/D_UXG9NWkAASu6P.png', 'https://pbs.twimg.com/media/D_UXHbVXoAEExFh.png']",0,0,0,"['#stuber', '#crawlmovie', '#btv']",[],https://twitter.com/EssexCinemas10/status/1149850697682341888,,,0,,,
1149850673183371265,1149850673183371265,1562980738000,2019-07-13,09:18:58,CST,7340162,manubumb,🏳️‍🌈 Manu Bumb 🐉,,"@DaveBautista I was so happy to hear the song playing in Spinsters at the end of #Stuber was the old Saturday Night's Main Event theme song ""Obsession""!  I'm assuming that wasn't just a coincidence :-D",['davebautista'],[],[],0,0,0,['#stuber'],[],https://twitter.com/manubumb/status/1149850673183371265,,,0,,,
1149850510087905280,1149850510087905280,1562980699000,2019-07-13,09:18:19,CST,327678033,shakendraa_,KenMinaj💕,,This damn movieeee whew Lawd 🥴 #Crawl,[],[],[],0,0,0,['#crawl'],[],https://twitter.com/Shakendraa_/status/1149850510087905280,,,0,,,
1149850074589085696,1149850074589085696,1562980595000,2019-07-13,09:16:35,CST,7340162,manubumb,🏳️‍🌈 Manu Bumb 🐉,,@kumailn @DaveBautista Just saw #Stuber - fucking hilarious!  Everyone in the theater was laughing out loud!  I'm going to go see it again next week!,"['kumailn', 'davebautista']",[],[],0,0,0,['#stuber'],[],https://twitter.com/manubumb/status/1149850074589085696,,,0,,,
1149850011267735553,1149850011267735553,1562980580000,2019-07-13,09:16:20,CST,1085024266708574209,callanightshad1,Calla Nightshade,,Watching the commercial alone tells me that #Crawl is just another version of #Jaws but with #alligators instead of #sharks,[],[],[],0,0,0,"['#crawl', '#jaws', '#alligators', '#sharks']",[],https://twitter.com/CallaNightshad1/status/1149850011267735553,,,0,,,
1149849886952775681,1149849886952775681,1562980550000,2019-07-13,09:15:50,CST,63170054,blackflash22,Karamo 🇬🇳🇺🇸,,#Crawl is a good movie.,[],[],[],0,0,0,['#crawl'],[],https://twitter.com/Blackflash22/status/1149849886952775681,,,0,,,
1149849537713987589,1149849537713987589,1562980467000,2019-07-13,09:14:27,CST,607870944,mayhempg,Tyler,,"#Crawl movie id say 7 out of 10. The corny jokes in a life or death situation, some stuff not adding up, the scene were her phone is 7 feet away but she swims around instead of going right for phone. Once they got out of the basement it got really good.",[],[],[],0,0,0,['#crawl'],[],https://twitter.com/MayhemPG/status/1149849537713987589,,,0,,,
1149849442738040833,1149849442738040833,1562980444000,2019-07-13,09:14:04,CST,926780115710705664,dioalexandro2,Dio Alexandro,,A real definition of a 4D Movie #CrawlMovie #Crawl #Gator🐊 pic.twitter.com/SMsI3tlOmK,[],[],['https://pbs.twimg.com/media/D_UV-FtVAAE60xH.jpg'],0,0,1,"['#crawlmovie', '#crawl', '#gator']",[],https://twitter.com/DioAlexandro2/status/1149849442738040833,,,0,,,
1149849347254652929,1149849347254652929,1562980422000,2019-07-13,09:13:42,CST,1544451648,jaybeetadena,JB Tadena,,It’s hot out. Stay in for a double header. #TheFarewell #Stuber  https://twitter.com/dinoray/status/1149841149017767936 …,[],['https://twitter.com/dinoray/status/1149841149017767936'],[],1,0,5,"['#thefarewell', '#stuber']",[],https://twitter.com/JayBeeTadena/status/1149849347254652929,,https://twitter.com/DinoRay/status/1149841149017767936,0,,,
1149848852247302144,1149848852247302144,1562980304000,2019-07-13,09:11:44,CST,51825987,wonder__andy,Wonder.Andy,,"Los que critican a la #AnaJosefa por cantar ranchera,se nota que no tienen IDEA que ""La cigarra"" es una de las canciones mexicanas más difíciles que existe. Les recuerdo que #Rojo es un programa de talentos no el miss simpatía #granrojotvn",[],[],[],0,2,10,"['#anajosefa', '#rojo', '#granrojotvn']",[],https://twitter.com/Wonder__andy/status/1149848852247302144,,,0,,,
1149848183255777281,1149848183255777281,1562980144000,2019-07-13,09:09:04,CST,327678033,shakendraa_,KenMinaj💕,,Oh my gosh ion wanna watch this movie no more 🥴 #Crawl,[],[],[],0,0,0,['#crawl'],[],https://twitter.com/Shakendraa_/status/1149848183255777281,,,0,,,
1149847894947577856,1149847894947577856,1562980075000,2019-07-13,09:07:55,CST,791573840530927616,simeongregory,Simeon Gregory,,Crawl (2019) Fresh Kill Review #Crawl #CreatureFeature #HorrorPodcast https://anchor.fm/thingsinthedark/episodes/Crawl-2019-e4jv8t …,[],['https://anchor.fm/thingsinthedark/episodes/Crawl-2019-e4jv8t'],[],0,0,0,"['#crawl', '#creaturefeature', '#horrorpodcast']",[],https://twitter.com/SimeonGregory/status/1149847894947577856,,,0,,,
1149847809371385857,1149847809371385857,1562980055000,2019-07-13,09:07:35,CST,470876256,orellana_junior,junior orellana,,Just saw @STUBERmovie and it was fucking hilarious! Like some of the most fun I’ve had at the movies! Hey! @DaveBautista and @kumailn make the sequel! #stuber #StuberReview,"['stubermovie', 'davebautista', 'kumailn']",[],[],3,3,6,"['#stuber', '#stuberreview']",[],https://twitter.com/orellana_junior/status/1149847809371385857,,,0,,,
1149847250425798656,1149847250425798656,1562979922000,2019-07-13,09:05:22,CST,34116935,wbohn1,Walter,,I’ve seen an ad for the movie #Crawl so many fucking times I now refuse to watch it.,[],[],[],0,0,0,['#crawl'],[],https://twitter.com/wbohn1/status/1149847250425798656,,,0,,,
